"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"957",10700,"1",47,"1","2","2","9","1",2400,"1","2","2","1","3","1",900,"1","1","3",150,"3","1","1","1","3","5","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","1","4","1","1","1","1","2","2","2","1","2","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"3"
"958",10701,"1",25,"1","2","2","9","1",2400,"1","1","2","1","3","1",1200,"1","1","1",150,"5","1","1","1","1","1","3","1","2","2","1","2","2","1","2","7","2","1","NP","4","1","4","1","1","1","1","1","1","1","1","1","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"3"
"959",10702,"1",20,"1","2","2","9","1",2400,"4","1","2","1","3","1",900,"1","1","3",120,"5","1","1","3","5","1","3","1","1","1","1","1","1","1","1","6","1","1","ES","7","1","4","1","1","1","1","1","2","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"960",10703,"1",27,"1","2","2","9","1",3400,"2","1","2","1","3","1",1200,"1","1","1",160,"5","1","1","3","2","1","3","1","2","3","2","2","1","1","1","4","2","1","AS","4","1","4","1","1","1","1","1","1","2","2","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"961",10704,"1",37,"1","2","2","9","1",1700,"4","2","1","1","3","1",900,"1","1","1",150,"5","1","1","2","1","2","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","1","4","1","1","1","1","2","2","2","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"962",10706,"1",20,"1","2","2","9","1",1340,"1","1","2","1","3","1",900,"1","1","3",50,"5","1","1","1","1","1","1","6","7","3","3","3","1","6","1","3","1","1","ES","7","1","4","1","2","1","1","1","1","1","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"963",10707,"1",22,"1","2","2","9","1",1500,"3","1","2","1","3","1",1000,"1","1","3",100,"4","1","6","1","1","6","3","6","1","3","3","3","1","1","2","6","1","1","ES","4","1","3","1","1","1","1","2","1","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"964",10708,"1",27,"1","2","1","3","1",2000,"1","2","1","1","2","1",1150,"1","1","1",150,"4","1","1","1","1","1","3","6","7","3","3","3","1","1","1","4","1","1","NP","4","1","3","1","1","1","2","2","1","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"965",10709,"1",24,"1","2","2","9","1",1650,"4","2","2","1","3","1",850,"1","1","2",100,"5","1","1","6","6","3","5","6","7","3","3","3","1","6","2","6","1","1","AS","3","2","3","1","1","1","1","2","1","1","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"966",10710,"1",42,"1","2","1","3","1",1100,"1","1","2","1","1","1",1200,"1","1","1",120,"4","1","5","5","6","5","3","6","7","1","1","3","3","6","2","7","2","1","AS","4","1","4","1","1","1","1","1","1","1","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"967",10711,"1",32,"1","2","2","9","1",1300,"1","2","2","1","3","1",1050,"1","1","2",120,"5","1","6","1","5","6","3","6","7","3","3","3","1","6","1","6","2","1","AS","6","1","3","1","1","1","2","2","1","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"968",10712,"1",28,"1","1","2","9","1",850,"1","2","2","1","3","1",800,"1","1","3",100,"5","1","1","6","6","3","3","6","6","3","3","7","3","6","1","4","3","3","NP","4","2","3","1","1","1","2","2","2","2","2","1","2","2","2","4","1","Santa Cruz","70",1.61421206239234,"2"
"969",10721,"1",37,"1","2","1","4","1",1800,"1","2","1","1","2","1",1200,"1","1","2",120,"5","1","6","6","6","6","3","6","3","3","3","3","2","6","1","6","2","1","AS","3","1","2","1","1","1","1","2","1","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"970",10722,"1",28,"1","2","2","9","1",900,"1","2","2","1","3","1",1250,"1","1","3",120,"4","1","1","1","1","6","3","6","3","3","3","3","2","6","2","4","2","1","NP","4","1","3","1","1","1","1","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"971",10723,"1",39,"1","2","1","9","1",1300,"1","2","2","1","3","1",650,"1","1","1",70,"4","1","1","1","1","1","3","6","7","7","3","3","1","1","2","4","3","1","PI","4","2","2","1","1","1","1","2","1","2","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"972",10724,"1",48,"1","1","1","4","1",1900,"1","1","2","1","1","1",1100,"1","1","2",160,"4","1","6","6","6","5","6","6","7","3","1","3","3","6","1","4","2","1","AS","4","1","2","1","1","1","2","2","1","1","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"973",10725,"1",21,"1","2","1","3","1",1800,"1","1","2","1","3","1",1050,"1","1","3",80,"4","1","6","1","5","5","6","6","3","3","3","6","3","6","1","6","1","1","ES","3","1","2","1","1","1","1","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"974",10726,"1",22,"1","2","1","5","1",1300,"1","2","2","1","3","1",1200,"1","1","2",100,"4","1","6","6","5","5","5","6","7","3","3","3","1","6","1","6","1","1","ES","7","1","2","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"975",10727,"1",16,"1","2","2","9","1",1700,"1","1","2","1","3","1",1200,"1","1","1",100,"5","1","1","1","5","5","5","6","7","3","7","6","6","6","2","2","1","1","ES","4","1","2","1","1","1","2","2","2","2","1","2","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"976",10728,"1",34,"1","2","2","9","1",1600,"1","1","2","1","3","1",850,"1","1","3",50,"4","1","6","6","1","1","1","1","7","3","1","3","3","6","2","3","2","1","AC","4","1","2","1","1","1","1","2","1","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"977",10729,"1",22,"1","2","1","3","1",1600,"1","2","2","1","2","1",1100,"1","1","1",120,"5","1","6","5","5","5","6","6","7","7","3","6","1","6","2","6","1","1","ES","4","4","2","1","1","1","2","1","1","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"978",10730,"1",28,"1","1","1","5","1",2100,"1","1","2","1","2","1",900,"1","1","1",50,"4","1","5","6","5","6","6","6","7","3","3","5","6","6","1","4","2","1","NP","4","1","2","1","1","1","2","2","1","1","2","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"979",10731,"1",29,"1","1","1","6","1",1700,"1","2","1","1","2","1",1200,"1","1","1",100,"4","1","1","1","5","1","4","6","1","3","1","3","1","3","2","6","1","1","SB","4","1","2","1","1","1","1","2","2","1","1","1","1","2","3","4","1","Santa Cruz","70",1.61421206239234,"3"
"980",10732,"1",32,"1","2","2","9","1",1900,"1","1","2","1","3","1",1100,"1","2","1",220,"4","1","1","1","5","4","4","6","1","3","1","3","1","6","1","7","1","1","AS","4","1","3","1","1","1","1","1","1","1","1","2","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"981",10735,"1",26,"1","1","1","5","1",2900,"1","1","2","1","2","1",1000,"1","1","2",160,"4","1","1","3","1","1","1","1","3","3","1","1","2","2","2","4","2","1","NP","4","1","3","1","1","1","1","1","1","1","1","2","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"4"
"982",10736,"1",19,"1","1","1","7","1",2900,"1","1","2","1","1","1",1000,"1","2","1",200,"5","1","1","1","4","1","1","1","1","1","1","1","1","1","1","2","1","1","ES","3","1","3","1","1","1","1","1","1","1","1","2","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"4"
"983",10741,"1",21,"1","1","1","5","1",4900,"1","1","2","1","1","1",1200,"1","2","2",200,"5","1","4","4","4","1","4","4","5","4","5","4","4","5","2","6","2","1","CP","8","1","6","1","1","1","1","1","1","1","1","1","1","1","4","4","1","Santa Cruz","70",1.61421206239234,"5"
"984",10753,"1",22,"1","2","2","9","1",1300,"1","1","2","1","3","1",1050,"1","1","3",80,"4","1","6","1","6","1","3","6","1","3","3","3","1","6","2","4","1","1","SB","3","1","2","1","1","1","2","2","1","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"985",10754,"1",50,"1","2","2","9","1",1600,"1","2","2","1","3","1",850,"1","1","1",100,"4","1","1","1","1","1","3","6","1","3","3","3","1","1","2","3","2","1","AS","3","2","2","1","1","1","2","2","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"1"
"986",10755,"1",46,"1","2","1","4","1",1600,"1","2","2","1","2","1",950,"1","1","3",150,"5","1","1","1","1","4","3","6","7","3","3","2","1","6","1","3","3","1","NP","3","2","2","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"987",10756,"1",48,"1","2","2","9","1",1900,"1","1","2","1","3","1",1400,"1","1","1",200,"4","1","1","1","6","6","3","6","7","3","3","5","3","6","1","6","4","1","NP","6","1","3","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"988",10757,"1",21,"1","2","1","2","1",900,"1","1","2","1","3","1",1050,"1","1","1",200,"4","1","6","1","1","1","3","6","1","3","3","6","6","6","2","6","1","1","ES","7","1","2","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"989",10758,"1",48,"1","2","1","9","1",1200,"1","2","2","1","3","1",850,"1","1","1",50,"4","1","1","1","6","1","6","6","1","3","3","3","3","6","2","7","2","1","AS","4","1","3","1","2","2","2","2","2","2","2","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"990",10760,"1",28,"1","2","2","9","1",1500,"1","2","2","1","3","1",1000,"1","1","1",70,"3","1","6","1","5","1","6","6","3","3","1","2","1","6","2","7","1","1","AS","3","2","3","1","1","1","1","2","2","1","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"991",10761,"1",21,"1","2","1","3","1",1100,"1","2","2","1","2","1",850,"1","1","3",50,"4","1","6","1","6","6","1","6","3","3","3","2","1","6","1","4","1","1","ES","3","2","2","1","1","1","1","2","1","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"992",10770,"1",24,"1","2","2","9","1",1800,"1","2","2","1","3","1",900,"1","1","1",30,"4","1","1","1","1","1","6","6","1","1","1","2","1","1","2","1","1","2","AS","1","1","4","1","2","1","2","2","2","2","2","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"1"
"993",10775,"1",17,"1","2","1","2","1",1800,"4","1","2","1","2","1",640,"1","1","1",150,"5","1","6","6","6","6","7","1","1","1","1","1","1","1","2","2","1","1","ES","1","1","1","1","2","1","2","2","2","2","1","2","2","2","7","4","1","Santa Cruz","70",1.61421206239234,"2"
"994",10776,"1",53,"1","2","2","9","1",2500,"2","2","2","1","3","1",100,"1","1","1",150,"3","1","1","1","1","1","6","6","1","1","1","1","1","6","1","2","2","1","CP","2","1","4","1","2","1","2","2","2","2","2","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"995",10778,"1",48,"1","1","2","9","1",1800,"1","2","2","1","3","1",100,"1","1","3",100,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","3","1","NP","2","1","2","1","2","1","2","2","1","2","2","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"2"
"996",10779,"1",55,"1","2","2","9","1",1000,"1","1","2","1","3","1",1250,"1","1","2",50,"4","1","6","1","1","1","3","6","7","3","3","2","6","6","2","6","2","1","AC","4","1","3","1","1","1","1","1","1","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"997",10780,"1",48,"1","1","2","9","1",1800,"1","2","2","1","3","1",2300,"1","1","3",200,"4","1","6","1","1","1","3","6","3","3","3","3","1","6","1","6","3","1","NP","4","1","2","1","1","1","1","1","1","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"998",10781,"1",38,"1","2","2","9","1",1800,"1","1","2","1","3","1",1200,"1","1","2",150,"4","1","1","1","1","2","2","6","7","3","1","3","6","6","2","4","2","1","NP","6","1","3","1","1","1","1","1","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"999",10782,"1",37,"1","1","2","9","1",1800,"1","2","2","1","3","1",1200,"1","1","3",50,"3","1","6","1","1","1","3","6","1","3","3","3","1","6","1","7","2","1","AS","7","1","4","1","1","1","1","1","1","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"4"
"1000",10783,"1",46,"1","2","1","9","1",2400,"1","2","2","1","2","1",1600,"1","1","1",80,"4","1","6","1","1","1","1","6","3","3","3","3","6","1","2","6","3","1","NP","6","1","1","1","1","1","2","2","1","2","2","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"1001",10784,"1",30,"1","2","2","9","1",1100,"1","1","2","1","3","1",1900,"1","1","2",150,"4","1","5","1","6","1","3","6","3","3","3","1","3","6","1","4","3","1","NP","4","1","3","1","1","1","1","2","2","2","1","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"1002",10785,"1",25,"1","2","2","9","1",2300,"1","2","2","1","3","1",1300,"1","1","1",70,"4","1","1","6","1","1","3","6","3","3","3","1","3","6","2","3","1","1","CP","3","2","4","1","1","1","1","1","2","2","1","1","2","2","7","4","1","Santa Cruz","70",1.61421206239234,"3"
"1003",10786,"1",19,"1","1","1","4","1",2400,"1","2","2","1","1","1",1900,"1","1","1",80,"4","1","6","1","1","6","3","6","3","3","3","3","3","6","1","6","1","1","AS","4","1","3","1","1","1","2","2","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"2"
"1004",10788,"1",17,"1","2","2","9","1",2000,"1","1","2","1","3","1",1600,"1","1","1",100,"4","1","6","1","6","1","6","6","3","3","3","3","3","6","1","3","1","1","ES","3","1","3","1","1","1","1","2","2","2","1","1","1","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"1005",10789,"1",53,"1","2","1","5","1",1800,"1","1","2","1","1","1",1800,"1","1","2",40,"4","1","1","1","1","1","1","6","1","1","1","1","3","6","2","1","2","1","AS","7","1","4","1","1","1","1","1","1","1","1","1","2","2","6","4","1","Santa Cruz","70",1.61421206239234,"4"
"1006",10791,"1",38,"1","2","2","9","1",1700,"1","1","2","1","3","1",950,"1","1","2",30,"4","1","1","1","1","1","1","6","3","3","3","2","1","1","2","3","3","1","AS","6","1","3","1","1","1","1","1","2","2","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"1007",10792,"1",40,"1","2","2","9","1",1800,"1","2","2","1","3","1",1500,"1","1","3",200,"4","1","6","1","1","1","3","6","3","3","3","3","6","6","1","4","3","1","NP","4","2","2","1","1","1","2","2","2","2","2","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"1"
"1008",10793,"1",29,"1","2","1","4","1",1100,"1","2","2","2","2","1",1250,"1","1","1",50,"4","1","6","1","6","6","3","6","7","3","3","3","3","6","2","6","2","1","SB","4","1","2","1","1","1","2","2","2","2","2","1","2","2","4","4","1","Santa Cruz","70",1.61421206239234,"2"
"1009",10794,"1",50,"1","2","2","9","1",2300,"1","2","2","1","3","1",1050,"1","1","3",20,"4","1","6","6","6","6","3","6","3","3","3","2","1","1","2","4","3","1","NP","4","1","3","1","1","1","1","2","2","2","1","1","1","2","4","4","1","Santa Cruz","70",1.61421206239234,"3"
"1010",10796,"1",26,"1","2","1","3","1",1800,"1","1","2","1","1","1",1600,"1","1","1",100,"4","1","6","6","1","1","3","6","1","3","3","2","3","6","1","3","1","1","CP","3","1","2","1","1","1","2","2","2","2","1","1","2","2","6","4","1","Santa Cruz","70",1.61421206239234,"2"
"1011",10798,"1",17,"1","2","1","3","1",1800,"1","2","2","1","2","1",1150,"1","1","1",50,"4","1","6","6","6","1","3","6","7","3","1","2","3","6","1","2","1","1","ES","7","1","4","1","1","1","1","1","2","1","1","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"4"
"1012",10799,"1",52,"1","2","1","5","1",2300,"1","1","2","2","2","1",1900,"1","1","2",50,"4","1","6","6","6","6","6","6","1","3","3","3","1","6","1","4","2","1","NP","4","1","3","1","1","1","1","1","2","2","1","1","2","2","7","4","1","Santa Cruz","70",1.61421206239234,"3"
"1013",10800,"1",44,"1","2","1","3","1",2000,"1","2","2","2","2","1",2200,"1","1","3",180,"4","2","1","6","6","6","3","6","7","3","3","1","1","6","1","3","2","1","AS","4","1","3","1","1","1","1","1","2","2","1","1","1","2","7","4","1","Santa Cruz","70",1.61421206239234,"4"
"1014",10801,"1",22,"1","2","1","7","1",1800,"1","1","2","2","2","1",1350,"1","1","2",150,"3","1","6","6","1","1","3","6","3","3","3","2","3","6","2","6","1","1","ES","6","1","3","1","1","1","1","1","1","1","1","1","1","2","6","4","1","Santa Cruz","70",1.61421206239234,"4"
"1015",10810,"1",23,"1","2","2","9","1",1300,"1","2","2","1","3","1",758,"1","1","1",100,"4","1","1","1","5","1","5","6","1","1","1","1","1","6","1","6","1","1","AS","4","2","3","1","2","1","2","2","2","2","2","1","2","2","3","4","2","San Ramon (Sta)","68",1.48664897206359,"2"
"1016",10811,"1",25,"1","2","2","2","1",2000,"1","2","2","2","3","1",1100,"6","1","2",30,"4","1","6","6","5","6","2","6","6","6","6","4","3","6","2","3","1","1","CP","3","1","2","1","1","1","2","2","1","2","1","2","2","2","3","4","2","San Ramon (Sta)","68",1.48664897206359,"2"
"1017",10814,"1",22,"1","2","2","9","1",3400,"1","1","2","1","3","1",1050,"1","1","2",120,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","6","2","1","NP","3","1","2","1","2","1","2","2","2","2","1","1","2","2","2","4","2","San Juan Yapacani","65",1.48664897206359,"1"
"1018",10818,"1",48,"1","2","2","9","1",1900,"1","2","2","1","3","1",100,"1","1","1",50,"4","1","1","1","1","1","3","1","1","1","3","3","3","6","2","3","2","1","AC","4","1","2","1","1","1","2","2","2","2","1","2","2","2","5","4","2","San Juan Yapacani","65",1.48664897206359,"2"
"1019",10820,"1",21,"1","2","1","3","1",1600,"1","1","2","1","1","1",1200,"1","1","1",120,"4","1","1","2","1","2","1","1","1","1","1","1","1","1","1","3","1","1","ES","4","1","4","1","1","1","2","2","2","2","1","2","2","2","2","4","2","San Ignacio","64",1.48664897206359,"3"
"1020",10821,"1",44,"1","2","2","9","1",1900,"1","2","1","1","3","1",950,"1","1","1",150,"5","1","1","1","1","1","6","1","1","1","1","1","1","1","2","3","2","1","NP","4","1","4","1","1","1","1","2","2","2","1","2","1","1","3","4","2","San Ignacio","64",1.48664897206359,"4"
"1021",10822,"1",46,"1","2","2","9","1",1700,"1","2","1","1","3","1",900,"1","1","2",150,"3","1","1","3","1","2","2","1","2","3","2","1","1","1","1","4","2","1","NP","4","2","4","1","1","1","1","1","2","2","1","1","2","2","3","4","2","San Ignacio","64",1.48664897206359,"3"
"1022",10828,"1",40,"1","2","2","9","1",2300,"2","1","2","1","3","1",900,"1","1","1",100,"5","1","1","5","1","1","4","4","5","4","3","4","5","4","2","3","3","3","NP","3","1","3","1","1","1","1","2","2","2","1","1","2","2","5","4","2","San Ignacio","64",1.48664897206359,"3"
"1023",10836,"1",21,"1","2","1","5","1",1700,"4","2","1","1","3","1",1100,"1","1","1",200,"5","1","1","1","1","3","3","1","1","1","1","1","1","1","1","3","1","1","ES","4","1","4","1","1","1","1","2","2","2","1","1","2","2","4","4","2","Puerto Quijarro","54",1.48664897206359,"3"
"1024",10837,"1",22,"1","2","1","5","1",1900,"1","2","1","1","3","1",1000,"1","1","1",200,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","CP","4","1","4","1","1","1","1","1","1","2","1","1","2","2","3","4","2","Puerto Quijarro","54",1.48664897206359,"4"
"1025",10843,"1",27,"1","2","2","9","1",2400,"1","2","1","1","3","1",1000,"1","1","1",150,"5","1","1","1","1","3","3","1","1","1","1","1","1","1","1","4","1","1","AS","4","1","2","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1026",10852,"1",62,"1","2","2","9","1",2000,"1","2","2","2","3","1",1100,"1","1","1",30,"4","1","1","1","1","1","1","6","1","3","3","3","6","6","2","3","2","1","AC","4","2","2","1","2","1","2","2","2","2","1","1","2","2","5","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1027",10853,"1",47,"1","2","2","9","1",2250,"1","2","2","2","3","1",1090,"1","1","1",100,"4","1","1","1","1","1","3","6","1","3","3","3","3","6","1","6","3","1","NP","4","1","3","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"2"
"1028",10856,"1",25,"1","2","2","9","1",2000,"1","2","2","2","3","1",1600,"1","1","1",100,"4","1","6","1","6","1","3","6","1","1","1","1","1","6","1","3","1","1","CP","3","1","2","1","2","1","2","2","2","2","1","1","2","2","7","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1029",10857,"1",46,"1","2","2","9","1",1500,"1","2","2","1","3","1",950,"1","1","1",70,"4","1","1","1","1","3","3","6","3","3","3","3","1","1","2","6","3","1","NP","4","1","2","1","2","1","2","2","2","2","1","1","2","2","5","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1030",10862,"1",36,"1","2","2","9","1",2000,"4","2","1","1","3","1",1200,"1","1","1",170,"5","1","1","1","1","1","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","2","2","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1031",10863,"1",49,"1","2","2","9","1",2000,"1","2","1","1","3","1",1200,"1","1","1",100,"5","1","1","1","1","2","3","1","1","1","1","1","1","1","1","3","2","1","AC","3","1","2","1","2","1","2","2","2","2","1","1","2","2","3","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1032",10865,"1",32,"1","2","2","9","1",1350,"1","2","2","2","3","1",900,"6","1","1",50,"4","1","1","1","1","1","1","1","1","1","3","3","6","6","2","3","2","1","AC","3","2","1","1","2","1","2","2","2","2","1","2","2","2","2","4","3","Pueblo Nuevo","53",1.82445961503308,"2"
"1033",10867,"1",29,"1","2","2","9","1",1350,"2","2","2","1","3","1",1100,"1","1","2",50,"3","1","1","1","1","1","3","6","6","1","1","6","6","6","1","6","1","1","AS","3","1","1","1","2","1","2","2","2","2","2","1","2","2","1","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1034",10868,"1",25,"1","2","2","9","1",1500,"4","2","2","2","3","1",1000,"1","1","1",30,"3","1","1","1","1","1","3","6","1","1","1","3","3","6","2","3","1","1","CP","6","1","1","1","2","1","2","2","2","2","2","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"1035",10871,"1",37,"1","2","2","9","1",1500,"1","2","2","2","3","1",1150,"1","1","1",50,"4","1","1","1","6","1","1","1","1","3","3","3","6","6","2","3","2","1","AC","4","1","1","1","2","1","2","2","1","2","1","2","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"2"
